judicial_district_county_id,county_ansi_code,is_entire_county,county_name,judicial_district_id,statutory_division
45067-0,45067,TRUE,County of Marion,South Carolina,Florence Division
45069-0,45069,TRUE,County of Marlboro,South Carolina,Florence Division
45071-0,45071,TRUE,County of Newberry,South Carolina,Greenwood Division
45073-0,45073,TRUE,County of Oconee,South Carolina,Anderson Division
45075-0,45075,TRUE,County of Orangeburg,South Carolina,Orangeburg Division
45077-0,45077,TRUE,County of Pickens,South Carolina,Anderson Division
45079-0,45079,TRUE,County of Richland,South Carolina,Columbia Division
45081-0,45081,TRUE,County of Saluda,South Carolina,Greenwood Division
45083-0,45083,TRUE,County of Spartanburg,South Carolina,Spartanburg Division
45085-0,45085,TRUE,County of Sumter,South Carolina,Columbia Division
45087-0,45087,TRUE,County of Union,South Carolina,Spartanburg Division
45089-0,45089,TRUE,County of Williamsburg,South Carolina,Florence Division
45091-0,45091,TRUE,County of York,South Carolina,Rock Hill Division
46003-0,46003,TRUE,County of Aurora,South Dakota,Southern Division
46005-0,46005,TRUE,County of Beadle,South Dakota,Southern Division
46007-0,46007,TRUE,County of Bennett,South Dakota,Western Division
46009-0,46009,TRUE,County of Bon Homme,South Dakota,Southern Division
46011-0,46011,TRUE,County of Brookings,South Dakota,Southern Division
46013-0,46013,TRUE,County of Brown,South Dakota,Northern Division
46015-0,46015,TRUE,County of Brule,South Dakota,Southern Division
46017-0,46017,TRUE,County of Buffalo,South Dakota,Central Division
46019-0,46019,TRUE,County of Butte,South Dakota,Western Division
46021-0,46021,TRUE,County of Campbell,South Dakota,Northern Division
46023-0,46023,TRUE,County of Charles Mix,South Dakota,Southern Division
46025-0,46025,TRUE,County of Clark,South Dakota,Northern Division
46027-0,46027,TRUE,County of Clay,South Dakota,Southern Division
46029-0,46029,TRUE,County of Codington,South Dakota,Northern Division
46031-0,46031,TRUE,County of Corson,South Dakota,Northern Division
46033-0,46033,TRUE,County of Custer,South Dakota,Western Division
46035-0,46035,TRUE,County of Davison,South Dakota,Southern Division
46037-0,46037,TRUE,County of Day,South Dakota,Northern Division
46039-0,46039,TRUE,County of Deuel,South Dakota,Northern Division
46041-0,46041,TRUE,County of Dewey,South Dakota,Central Division
46043-0,46043,TRUE,County of Douglas,South Dakota,Southern Division
46045-0,46045,TRUE,County of Edmunds,South Dakota,Northern Division
46047-0,46047,TRUE,County of Fall River,South Dakota,Western Division
46049-0,46049,TRUE,County of Faulk,South Dakota,Central Division
46051-0,46051,TRUE,County of Grant,South Dakota,Northern Division
46053-0,46053,TRUE,County of Gregory,South Dakota,Central Division
46055-0,46055,TRUE,County of Haakon,South Dakota,Central Division
46057-0,46057,TRUE,County of Hamlin,South Dakota,Northern Division
46059-0,46059,TRUE,County of Hand,South Dakota,Central Division
46061-0,46061,TRUE,County of Hanson,South Dakota,Southern Division
46063-0,46063,TRUE,County of Harding,South Dakota,Western Division
46065-0,46065,TRUE,County of Hughes,South Dakota,Central Division
46067-0,46067,TRUE,County of Hutchinson,South Dakota,Southern Division
46069-0,46069,TRUE,County of Hyde,South Dakota,Central Division
46071-0,46071,TRUE,County of Jackson,South Dakota,Western Division
46073-0,46073,TRUE,County of Jerauld,South Dakota,Central Division
46075-0,46075,TRUE,County of Jones,South Dakota,Central Division
46077-0,46077,TRUE,County of Kingsbury,South Dakota,Southern Division
46079-0,46079,TRUE,County of Lake,South Dakota,Southern Division
46081-0,46081,TRUE,County of Lawrence,South Dakota,Western Division
46083-0,46083,TRUE,County of Lincoln,South Dakota,Southern Division
46085-0,46085,TRUE,County of Lyman,South Dakota,Central Division
46087-0,46087,TRUE,County of McCook,South Dakota,Southern Division
46089-0,46089,TRUE,County of McPherson,South Dakota,Northern Division
46091-0,46091,TRUE,County of Marshall,South Dakota,Northern Division
46093-0,46093,TRUE,County of Meade,South Dakota,Western Division
46095-0,46095,TRUE,County of Mellette,South Dakota,Central Division
46097-0,46097,TRUE,County of Miner,South Dakota,Southern Division
46099-0,46099,TRUE,County of Minnehaha,South Dakota,Southern Division
46101-0,46101,TRUE,County of Moody,South Dakota,Southern Division
46102-0,46102,TRUE,County of Oglala Lakota,South Dakota,Western Division
46103-0,46103,TRUE,County of Pennington,South Dakota,Western Division
46105-0,46105,TRUE,County of Perkins,South Dakota,Western Division
46107-0,46107,TRUE,County of Potter,South Dakota,Central Division
46109-0,46109,TRUE,County of Roberts,South Dakota,Northern Division
46111-0,46111,TRUE,County of Sanborn,South Dakota,Southern Division
46115-0,46115,TRUE,County of Spink,South Dakota,Northern Division
46117-0,46117,TRUE,County of Stanley,South Dakota,Central Division
46119-0,46119,TRUE,County of Sully,South Dakota,Central Division
46121-0,46121,TRUE,County of Todd,South Dakota,Central Division
46123-0,46123,TRUE,County of Tripp,South Dakota,Central Division
46125-0,46125,TRUE,County of Turner,South Dakota,Southern Division
46127-0,46127,TRUE,County of Union,South Dakota,Southern Division
46129-0,46129,TRUE,County of Walworth,South Dakota,Northern Division
46135-0,46135,TRUE,County of Yankton,South Dakota,Southern Division
46137-0,46137,TRUE,County of Ziebach,South Dakota,Central Division
47001-0,47001,TRUE,County of Anderson,Tennessee Eastern,Northern Division
47003-0,47003,TRUE,County of Bedford,Tennessee Eastern,Winchester Division
47007-0,47007,TRUE,County of Bledsoe,Tennessee Eastern,Southern Division
47009-0,47009,TRUE,County of Blount,Tennessee Eastern,Northern Division
47011-0,47011,TRUE,County of Bradley,Tennessee Eastern,Southern Division
47013-0,47013,TRUE,County of Campbell,Tennessee Eastern,Northern Division
47019-0,47019,TRUE,County of Carter,Tennessee Eastern,Northeastern Division
47025-0,47025,TRUE,County of Claiborne,Tennessee Eastern,Northern Division
47029-0,47029,TRUE,County of Cocke,Tennessee Eastern,Northeastern Division
47031-0,47031,TRUE,County of Coffee,Tennessee Eastern,Winchester Division
47051-0,47051,TRUE,County of Franklin,Tennessee Eastern,Winchester Division
47057-0,47057,TRUE,County of Grainger,Tennessee Eastern,Northern Division
47059-0,47059,TRUE,County of Greene,Tennessee Eastern,Northeastern Division
47061-0,47061,TRUE,County of Grundy,Tennessee Eastern,Winchester Division
47063-0,47063,TRUE,County of Hamblen,Tennessee Eastern,Northeastern Division
47065-0,47065,TRUE,County of Hamilton,Tennessee Eastern,Southern Division
47067-0,47067,TRUE,County of Hancock,Tennessee Eastern,Northeastern Division
47073-0,47073,TRUE,County of Hawkins,Tennessee Eastern,Northeastern Division
47089-0,47089,TRUE,County of Jefferson,Tennessee Eastern,Northern Division
47091-0,47091,TRUE,County of Johnson,Tennessee Eastern,Northeastern Division
47093-0,47093,TRUE,County of Knox,Tennessee Eastern,Northern Division
47103-0,47103,TRUE,County of Lincoln,Tennessee Eastern,Winchester Division
47105-0,47105,TRUE,County of Loudon,Tennessee Eastern,Northern Division
47107-0,47107,TRUE,County of McMinn,Tennessee Eastern,Southern Division
47115-0,47115,TRUE,County of Marion,Tennessee Eastern,Southern Division
47121-0,47121,TRUE,County of Meigs,Tennessee Eastern,Southern Division
47123-0,47123,TRUE,County of Monroe,Tennessee Eastern,Northern Division
47127-0,47127,TRUE,County of Moore,Tennessee Eastern,Winchester Division
47129-0,47129,TRUE,County of Morgan,Tennessee Eastern,Northern Division
47139-0,47139,TRUE,County of Polk,Tennessee Eastern,Southern Division
47143-0,47143,TRUE,County of Rhea,Tennessee Eastern,Southern Division
47145-0,47145,TRUE,County of Roane,Tennessee Eastern,Northern Division
47151-0,47151,TRUE,County of Scott,Tennessee Eastern,Northern Division
47153-0,47153,TRUE,County of Sequatchie,Tennessee Eastern,Southern Division
47155-0,47155,TRUE,County of Sevier,Tennessee Eastern,Northern Division
47163-0,47163,TRUE,County of Sullivan,Tennessee Eastern,Northeastern Division
47171-0,47171,TRUE,County of Unicoi,Tennessee Eastern,Northeastern Division
47173-0,47173,TRUE,County of Union,Tennessee Eastern,Northern Division
47175-0,47175,TRUE,County of Van Buren,Tennessee Eastern,Winchester Division
47177-0,47177,TRUE,County of Warren,Tennessee Eastern,Winchester Division
47179-0,47179,TRUE,County of Washington,Tennessee Eastern,Northeastern Division
47015-0,47015,TRUE,County of Cannon,Tennessee Middle,Nashville Division
47021-0,47021,TRUE,County of Cheatham,Tennessee Middle,Nashville Division
47027-0,47027,TRUE,County of Clay,Tennessee Middle,Northeastern Division
47035-0,47035,TRUE,County of Cumberland,Tennessee Middle,Northeastern Division
47037-0,47037,TRUE,County of Davidson,Tennessee Middle,Nashville Division
47041-0,47041,TRUE,County of DeKalb,Tennessee Middle,Northeastern Division
47043-0,47043,TRUE,County of Dickson,Tennessee Middle,Nashville Division
47049-0,47049,TRUE,County of Fentress,Tennessee Middle,Northeastern Division
47055-0,47055,TRUE,County of Giles,Tennessee Middle,Columbia Division
47081-0,47081,TRUE,County of Hickman,Tennessee Middle,Columbia Division
47083-0,47083,TRUE,County of Houston,Tennessee Middle,Nashville Division
47085-0,47085,TRUE,County of Humphreys,Tennessee Middle,Nashville Division
47087-0,47087,TRUE,County of Jackson,Tennessee Middle,Northeastern Division
47099-0,47099,TRUE,County of Lawrence,Tennessee Middle,Columbia Division
47101-0,47101,TRUE,County of Lewis,Tennessee Middle,Columbia Division
47111-0,47111,TRUE,County of Macon,Tennessee Middle,Northeastern Division
47117-0,47117,TRUE,County of Marshall,Tennessee Middle,Columbia Division
47119-0,47119,TRUE,County of Maury,Tennessee Middle,Columbia Division
47125-0,47125,TRUE,County of Montgomery,Tennessee Middle,Nashville Division
47133-0,47133,TRUE,County of Overton,Tennessee Middle,Northeastern Division
47137-0,47137,TRUE,County of Pickett,Tennessee Middle,Northeastern Division
47141-0,47141,TRUE,County of Putnam,Tennessee Middle,Northeastern Division
47147-0,47147,TRUE,County of Robertson,Tennessee Middle,Nashville Division
47149-0,47149,TRUE,County of Rutherford,Tennessee Middle,Nashville Division
47159-0,47159,TRUE,County of Smith,Tennessee Middle,Northeastern Division
47161-0,47161,TRUE,County of Stewart,Tennessee Middle,Nashville Division
47165-0,47165,TRUE,County of Sumner,Tennessee Middle,Nashville Division
47169-0,47169,TRUE,County of Trousdale,Tennessee Middle,Nashville Division
47181-0,47181,TRUE,County of Wayne,Tennessee Middle,Columbia Division
47185-0,47185,TRUE,County of White,Tennessee Middle,Northeastern Division
47187-0,47187,TRUE,County of Williamson,Tennessee Middle,Nashville Division
47189-0,47189,TRUE,County of Wilson,Tennessee Middle,Nashville Division
47005-0,47005,TRUE,County of Benton,Tennessee Western,Eastern Division
47017-0,47017,TRUE,County of Carroll,Tennessee Western,Eastern Division
47023-0,47023,TRUE,County of Chester,Tennessee Western,Eastern Division
47033-0,47033,TRUE,County of Crockett,Tennessee Western,Eastern Division
47039-0,47039,TRUE,County of Decatur,Tennessee Western,Eastern Division
47045-0,47045,TRUE,County of Dyer,Tennessee Western,Eastern Division
47047-0,47047,TRUE,County of Fayette,Tennessee Western,Western Division
47053-0,47053,TRUE,County of Gibson,Tennessee Western,Eastern Division
47069-0,47069,TRUE,County of Hardeman,Tennessee Western,Eastern Division
47071-0,47071,TRUE,County of Hardin,Tennessee Western,Eastern Division
47075-0,47075,TRUE,County of Haywood,Tennessee Western,Eastern Division
47077-0,47077,TRUE,County of Henderson,Tennessee Western,Eastern Division
47079-0,47079,TRUE,County of Henry,Tennessee Western,Eastern Division
47095-0,47095,TRUE,County of Lake,Tennessee Western,Eastern Division
47097-0,47097,TRUE,County of Lauderdale,Tennessee Western,Western Division
47109-0,47109,TRUE,County of McNairy,Tennessee Western,Eastern Division
47113-0,47113,TRUE,County of Madison,Tennessee Western,Eastern Division
47131-0,47131,TRUE,County of Obion,Tennessee Western,Eastern Division
47135-0,47135,TRUE,County of Perry,Tennessee Western,Eastern Division
47157-0,47157,TRUE,County of Shelby,Tennessee Western,Western Division
47167-0,47167,TRUE,County of Tipton,Tennessee Western,Western Division
47183-0,47183,TRUE,County of Weakley,Tennessee Western,Eastern Division
48001-0,48001,TRUE,County of Anderson,Texas Eastern,Tyler Division
48005-0,48005,TRUE,County of Angelina,Texas Eastern,Lufkin Division
48037-0,48037,TRUE,County of Bowie,Texas Eastern,Texarkana Division
48063-0,48063,TRUE,County of Camp,Texas Eastern,Marshall Division
48067-0,48067,TRUE,County of Cass,Texas Eastern,Marshall Division
48073-0,48073,TRUE,County of Cherokee,Texas Eastern,Tyler Division
48085-0,48085,TRUE,County of Collin,Texas Eastern,Sherman Division
48097-0,48097,TRUE,County of Cooke,Texas Eastern,Sherman Division
48119-0,48119,TRUE,County of Delta,Texas Eastern,Sherman Division
48121-0,48121,TRUE,County of Denton,Texas Eastern,Sherman Division
48147-0,48147,TRUE,County of Fannin,Texas Eastern,Sherman Division
48159-0,48159,TRUE,County of Franklin,Texas Eastern,Texarkana Division
48181-0,48181,TRUE,County of Grayson,Texas Eastern,Sherman Division
48183-0,48183,TRUE,County of Gregg,Texas Eastern,Tyler Division
48199-0,48199,TRUE,County of Hardin,Texas Eastern,Beaumont Division
48203-0,48203,TRUE,County of Harrison,Texas Eastern,Marshall Division
48213-0,48213,TRUE,County of Henderson,Texas Eastern,Tyler Division
48223-0,48223,TRUE,County of Hopkins,Texas Eastern,Sherman Division
48225-0,48225,TRUE,County of Houston,Texas Eastern,Lufkin Division
48241-0,48241,TRUE,County of Jasper,Texas Eastern,Beaumont Division
48245-0,48245,TRUE,County of Jefferson,Texas Eastern,Beaumont Division
48277-0,48277,TRUE,County of Lamar,Texas Eastern,Sherman Division
48291-0,48291,TRUE,County of Liberty,Texas Eastern,Beaumont Division
48315-0,48315,TRUE,County of Marion,Texas Eastern,Marshall Division
48343-0,48343,TRUE,County of Morris,Texas Eastern,Marshall Division
48347-0,48347,TRUE,County of Nacogdoches,Texas Eastern,Lufkin Division
48351-0,48351,TRUE,County of Newton,Texas Eastern,Beaumont Division
48361-0,48361,TRUE,County of Orange,Texas Eastern,Beaumont Division
48365-0,48365,TRUE,County of Panola,Texas Eastern,Tyler Division
48373-0,48373,TRUE,County of Polk,Texas Eastern,Lufkin Division
48379-0,48379,TRUE,County of Rains,Texas Eastern,Tyler Division
48387-0,48387,TRUE,County of Red River,Texas Eastern,Texarkana Division
48401-0,48401,TRUE,County of Rusk,Texas Eastern,Tyler Division
48403-0,48403,TRUE,County of Sabine,Texas Eastern,Lufkin Division
48405-0,48405,TRUE,County of San Augustine,Texas Eastern,Lufkin Division
48419-0,48419,TRUE,County of Shelby,Texas Eastern,Lufkin Division
48423-0,48423,TRUE,County of Smith,Texas Eastern,Tyler Division
48449-0,48449,TRUE,County of Titus,Texas Eastern,Texarkana Division
48455-0,48455,TRUE,County of Trinity,Texas Eastern,Lufkin Division
48457-0,48457,TRUE,County of Tyler,Texas Eastern,Lufkin Division
48459-0,48459,TRUE,County of Upshur,Texas Eastern,Marshall Division
48467-0,48467,TRUE,County of Van Zandt,Texas Eastern,Tyler Division
48499-0,48499,TRUE,County of Wood,Texas Eastern,Tyler Division
48009-0,48009,TRUE,County of Archer,Texas Northern,Wichita Falls Division
48011-0,48011,TRUE,County of Armstrong,Texas Northern,Amarillo Division
48017-0,48017,TRUE,County of Bailey,Texas Northern,Lubbock Division
48023-0,48023,TRUE,County of Baylor,Texas Northern,Wichita Falls Division
48033-0,48033,TRUE,County of Borden,Texas Northern,Lubbock Division
48045-0,48045,TRUE,County of Briscoe,Texas Northern,Amarillo Division
48049-0,48049,TRUE,County of Brown,Texas Northern,San Angelo Division
48059-0,48059,TRUE,County of Callahan,Texas Northern,Abilene Division
48065-0,48065,TRUE,County of Carson,Texas Northern,Amarillo Division
48069-0,48069,TRUE,County of Castro,Texas Northern,Amarillo Division
48075-0,48075,TRUE,County of Childress,Texas Northern,Amarillo Division
48077-0,48077,TRUE,County of Clay,Texas Northern,Wichita Falls Division
48079-0,48079,TRUE,County of Cochran,Texas Northern,Lubbock Division
48081-0,48081,TRUE,County of Coke,Texas Northern,San Angelo Division
48083-0,48083,TRUE,County of Coleman,Texas Northern,San Angelo Division
48087-0,48087,TRUE,County of Collingsworth,Texas Northern,Amarillo Division
48093-0,48093,TRUE,County of Comanche,Texas Northern,Fort Worth Division
48095-0,48095,TRUE,County of Concho,Texas Northern,San Angelo Division
48101-0,48101,TRUE,County of Cottle,Texas Northern,Wichita Falls Division
48105-0,48105,TRUE,County of Crockett,Texas Northern,San Angelo Division
48107-0,48107,TRUE,County of Crosby,Texas Northern,Lubbock Division
48111-0,48111,TRUE,County of Dallam,Texas Northern,Amarillo Division
48113-0,48113,TRUE,County of Dallas,Texas Northern,Dallas Division
48115-0,48115,TRUE,County of Dawson,Texas Northern,Lubbock Division
48117-0,48117,TRUE,County of Deaf Smith,Texas Northern,Amarillo Division
48125-0,48125,TRUE,County of Dickens,Texas Northern,Lubbock Division
48129-0,48129,TRUE,County of Donley,Texas Northern,Amarillo Division
48133-0,48133,TRUE,County of Eastland,Texas Northern,Abilene Division
48139-0,48139,TRUE,County of Ellis,Texas Northern,Dallas Division
48143-0,48143,TRUE,County of Erath,Texas Northern,Fort Worth Division
48151-0,48151,TRUE,County of Fisher,Texas Northern,Abilene Division
48153-0,48153,TRUE,County of Floyd,Texas Northern,Lubbock Division
48155-0,48155,TRUE,County of Foard,Texas Northern,Wichita Falls Division
48165-0,48165,TRUE,County of Gaines,Texas Northern,Lubbock Division
48169-0,48169,TRUE,County of Garza,Texas Northern,Lubbock Division
48173-0,48173,TRUE,County of Glasscock,Texas Northern,San Angelo Division
48179-0,48179,TRUE,County of Gray,Texas Northern,Amarillo Division
48189-0,48189,TRUE,County of Hale,Texas Northern,Lubbock Division
48191-0,48191,TRUE,County of Hall,Texas Northern,Amarillo Division
48195-0,48195,TRUE,County of Hansford,Texas Northern,Amarillo Division
48197-0,48197,TRUE,County of Hardeman,Texas Northern,Wichita Falls Division
48205-0,48205,TRUE,County of Hartley,Texas Northern,Amarillo Division
48207-0,48207,TRUE,County of Haskell,Texas Northern,Abilene Division
48211-0,48211,TRUE,County of Hemphill,Texas Northern,Amarillo Division
48219-0,48219,TRUE,County of Hockley,Texas Northern,Lubbock Division
48221-0,48221,TRUE,County of Hood,Texas Northern,Fort Worth Division
48227-0,48227,TRUE,County of Howard,Texas Northern,Abilene Division
48231-0,48231,TRUE,County of Hunt,Texas Northern,Dallas Division
48233-0,48233,TRUE,County of Hutchinson,Texas Northern,Amarillo Division
48235-0,48235,TRUE,County of Irion,Texas Northern,San Angelo Division
48237-0,48237,TRUE,County of Jack,Texas Northern,Fort Worth Division
48251-0,48251,TRUE,County of Johnson,Texas Northern,Dallas Division
48253-0,48253,TRUE,County of Jones,Texas Northern,Abilene Division
48257-0,48257,TRUE,County of Kaufman,Texas Northern,Dallas Division
48263-0,48263,TRUE,County of Kent,Texas Northern,Lubbock Division
48269-0,48269,TRUE,County of King,Texas Northern,Wichita Falls Division
48275-0,48275,TRUE,County of Knox,Texas Northern,Wichita Falls Division
48279-0,48279,TRUE,County of Lamb,Texas Northern,Lubbock Division
48295-0,48295,TRUE,County of Lipscomb,Texas Northern,Amarillo Division
48303-0,48303,TRUE,County of Lubbock,Texas Northern,Lubbock Division
48305-0,48305,TRUE,County of Lynn,Texas Northern,Lubbock Division
48327-0,48327,TRUE,County of Menard,Texas Northern,San Angelo Division
48333-0,48333,TRUE,County of Mills,Texas Northern,San Angelo Division
48335-0,48335,TRUE,County of Mitchell,Texas Northern,Abilene Division
48337-0,48337,TRUE,County of Montague,Texas Northern,Wichita Falls Division
48341-0,48341,TRUE,County of Moore,Texas Northern,Amarillo Division
48345-0,48345,TRUE,County of Motley,Texas Northern,Lubbock Division
48349-0,48349,TRUE,County of Navarro,Texas Northern,Dallas Division
48353-0,48353,TRUE,County of Nolan,Texas Northern,Abilene Division
48357-0,48357,TRUE,County of Ochiltree,Texas Northern,Amarillo Division
48359-0,48359,TRUE,County of Oldham,Texas Northern,Amarillo Division
48363-0,48363,TRUE,County of Palo Pinto,Texas Northern,Fort Worth Division
48367-0,48367,TRUE,County of Parker,Texas Northern,Fort Worth Division
48369-0,48369,TRUE,County of Parmer,Texas Northern,Amarillo Division
48375-0,48375,TRUE,County of Potter,Texas Northern,Amarillo Division
48381-0,48381,TRUE,County of Randall,Texas Northern,Amarillo Division
48383-0,48383,TRUE,County of Reagan,Texas Northern,San Angelo Division
48393-0,48393,TRUE,County of Roberts,Texas Northern,Amarillo Division
48397-0,48397,TRUE,County of Rockwall,Texas Northern,Dallas Division
48399-0,48399,TRUE,County of Runnels,Texas Northern,San Angelo Division
48413-0,48413,TRUE,County of Schleicher,Texas Northern,San Angelo Division
48415-0,48415,TRUE,County of Scurry,Texas Northern,Lubbock Division
48417-0,48417,TRUE,County of Shackelford,Texas Northern,Abilene Division
48421-0,48421,TRUE,County of Sherman,Texas Northern,Amarillo Division
48429-0,48429,TRUE,County of Stephens,Texas Northern,Abilene Division
48431-0,48431,TRUE,County of Sterling,Texas Northern,San Angelo Division
48433-0,48433,TRUE,County of Stonewall,Texas Northern,Abilene Division
48435-0,48435,TRUE,County of Sutton,Texas Northern,San Angelo Division
48437-0,48437,TRUE,County of Swisher,Texas Northern,Amarillo Division
48439-0,48439,TRUE,County of Tarrant,Texas Northern,Fort Worth Division
48441-0,48441,TRUE,County of Taylor,Texas Northern,Abilene Division
48445-0,48445,TRUE,County of Terry,Texas Northern,Lubbock Division
48447-0,48447,TRUE,County of Throckmorton,Texas Northern,Abilene Division
48451-0,48451,TRUE,County of Tom Green,Texas Northern,San Angelo Division
48483-0,48483,TRUE,County of Wheeler,Texas Northern,Amarillo Division
48485-0,48485,TRUE,County of Wichita,Texas Northern,Wichita Falls Division
48487-0,48487,TRUE,County of Wilbarger,Texas Northern,Wichita Falls Division
48497-0,48497,TRUE,County of Wise,Texas Northern,Fort Worth Division
48501-0,48501,TRUE,County of Yoakum,Texas Northern,Lubbock Division
48503-0,48503,TRUE,County of Young,Texas Northern,Wichita Falls Division
48007-0,48007,TRUE,County of Aransas,Texas Southern,Corpus Christi Division
48015-0,48015,TRUE,County of Austin,Texas Southern,Houston Division
48025-0,48025,TRUE,County of Bee,Texas Southern,Corpus Christi Division
48039-0,48039,TRUE,County of Brazoria,Texas Southern,Galveston Division
48041-0,48041,TRUE,County of Brazos,Texas Southern,Houston Division
48047-0,48047,TRUE,County of Brooks,Texas Southern,Corpus Christi Division
48057-0,48057,TRUE,County of Calhoun,Texas Southern,Victoria Division
48061-0,48061,TRUE,County of Cameron,Texas Southern,Brownsville Division
48071-0,48071,TRUE,County of Chambers,Texas Southern,Galveston Division
48089-0,48089,TRUE,County of Colorado,Texas Southern,Houston Division
48123-0,48123,TRUE,County of DeWitt,Texas Southern,Victoria Division
48131-0,48131,TRUE,County of Duval,Texas Southern,Corpus Christi Division
48149-0,48149,TRUE,County of Fayette,Texas Southern,Houston Division
48157-0,48157,TRUE,County of Fort Bend,Texas Southern,Houston Division
48167-0,48167,TRUE,County of Galveston,Texas Southern,Galveston Division
48175-0,48175,TRUE,County of Goliad,Texas Southern,Victoria Division
48185-0,48185,TRUE,County of Grimes,Texas Southern,Houston Division
48201-0,48201,TRUE,County of Harris,Texas Southern,Houston Division
48215-0,48215,TRUE,County of Hidalgo,Texas Southern,McAllen Division
48239-0,48239,TRUE,County of Jackson,Texas Southern,Victoria Division
48247-0,48247,TRUE,County of Jim Hogg,Texas Southern,Laredo Division
48249-0,48249,TRUE,County of Jim Wells,Texas Southern,Corpus Christi Division
48261-0,48261,TRUE,County of Kenedy,Texas Southern,Corpus Christi Division
48273-0,48273,TRUE,County of Kleberg,Texas Southern,Corpus Christi Division
48283-0,48283,TRUE,County of La Salle,Texas Southern,Laredo Division
48285-0,48285,TRUE,County of Lavaca,Texas Southern,Victoria Division
48297-0,48297,TRUE,County of Live Oak,Texas Southern,Corpus Christi Division
48311-0,48311,TRUE,County of McMullen,Texas Southern,Laredo Division
48313-0,48313,TRUE,County of Madison,Texas Southern,Houston Division
48321-0,48321,TRUE,County of Matagorda,Texas Southern,Galveston Division
48339-0,48339,TRUE,County of Montgomery,Texas Southern,Houston Division
48355-0,48355,TRUE,County of Nueces,Texas Southern,Corpus Christi Division
48391-0,48391,TRUE,County of Refugio,Texas Southern,Victoria Division
48407-0,48407,TRUE,County of San Jacinto,Texas Southern,Houston Division
48409-0,48409,TRUE,County of San Patricio,Texas Southern,Corpus Christi Division
48427-0,48427,TRUE,County of Starr,Texas Southern,McAllen Division
48469-0,48469,TRUE,County of Victoria,Texas Southern,Victoria Division
48471-0,48471,TRUE,County of Walker,Texas Southern,Houston Division
48473-0,48473,TRUE,County of Waller,Texas Southern,Houston Division
48479-0,48479,TRUE,County of Webb,Texas Southern,Laredo Division
48481-0,48481,TRUE,County of Wharton,Texas Southern,Houston Division
48489-0,48489,TRUE,County of Willacy,Texas Southern,Brownsville Division
48505-0,48505,TRUE,County of Zapata,Texas Southern,Laredo Division
48003-0,48003,TRUE,County of Andrews,Texas Western,Midland-Odessa Division
48013-0,48013,TRUE,County of Atascosa,Texas Western,San Antonio Division
48019-0,48019,TRUE,County of Bandera,Texas Western,San Antonio Division
48021-0,48021,TRUE,County of Bastrop,Texas Western,Austin Division
48027-0,48027,TRUE,County of Bell,Texas Western,Waco Division
48029-0,48029,TRUE,County of Bexar,Texas Western,San Antonio Division
48031-0,48031,TRUE,County of Blanco,Texas Western,Austin Division
48035-0,48035,TRUE,County of Bosque,Texas Western,Waco Division
48043-0,48043,TRUE,County of Brewster,Texas Western,Pecos Division
48051-0,48051,TRUE,County of Burleson,Texas Western,Austin Division
48053-0,48053,TRUE,County of Burnet,Texas Western,Austin Division
48055-0,48055,TRUE,County of Caldwell,Texas Western,Austin Division
48091-0,48091,TRUE,County of Comal,Texas Western,San Antonio Division
48099-0,48099,TRUE,County of Coryell,Texas Western,Waco Division
48103-0,48103,TRUE,County of Crane,Texas Western,Midland-Odessa Division
48109-0,48109,TRUE,County of Culberson,Texas Western,Pecos Division
48127-0,48127,TRUE,County of Dimmit,Texas Western,San Antonio Division
48135-0,48135,TRUE,County of Ector,Texas Western,Midland-Odessa Division
48137-0,48137,TRUE,County of Edwards,Texas Western,Del Rio Division
48141-0,48141,TRUE,County of El Paso,Texas Western,El Paso Division
48145-0,48145,TRUE,County of Falls,Texas Western,Waco Division
48161-0,48161,TRUE,County of Freestone,Texas Western,Waco Division
48163-0,48163,TRUE,County of Frio,Texas Western,San Antonio Division
48171-0,48171,TRUE,County of Gillespie,Texas Western,Austin Division
48177-0,48177,TRUE,County of Gonzales,Texas Western,San Antonio Division
48187-0,48187,TRUE,County of Guadalupe,Texas Western,San Antonio Division
48193-0,48193,TRUE,County of Hamilton,Texas Western,Waco Division
48209-0,48209,TRUE,County of Hays,Texas Western,Austin Division
48217-0,48217,TRUE,County of Hill,Texas Western,Waco Division
48229-0,48229,TRUE,County of Hudspeth,Texas Western,Pecos Division
48243-0,48243,TRUE,County of Jeff Davis,Texas Western,Pecos Division
48255-0,48255,TRUE,County of Karnes,Texas Western,San Antonio Division
48259-0,48259,TRUE,County of Kendall,Texas Western,San Antonio Division
48265-0,48265,TRUE,County of Kerr,Texas Western,San Antonio Division
48267-0,48267,TRUE,County of Kimble,Texas Western,Austin Division
48271-0,48271,TRUE,County of Kinney,Texas Western,Del Rio Division
48281-0,48281,TRUE,County of Lampasas,Texas Western,Austin Division
48287-0,48287,TRUE,County of Lee,Texas Western,Austin Division
48289-0,48289,TRUE,County of Leon,Texas Western,Waco Division
48293-0,48293,TRUE,County of Limestone,Texas Western,Waco Division
48299-0,48299,TRUE,County of Llano,Texas Western,Austin Division
48301-0,48301,TRUE,County of Loving,Texas Western,Pecos Division
48307-0,48307,TRUE,County of McCulloch,Texas Western,Austin Division
48309-0,48309,TRUE,County of McLennan,Texas Western,Waco Division
48317-0,48317,TRUE,County of Martin,Texas Western,Midland-Odessa Division
